papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y,setor,valor_de_mercado,empresa,dt_ultima_cot
BFIT3,0.98,18.49,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,1849420000.0,0.0,0.3567,,3812740000,BANCO SUDAMERIS BRASIL SA ON,2007-02-13
BFIT4,0.93,17.55,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,1849420000.0,0.0,0.3567,,3618220000,BANCO SUDAMERIS BRASIL SA PN,2007-02-13
BGIP3,26.79,4.23,0.7,0.0,0.0785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1643,0.0,2299.35,714729000.0,0.0,0.0276,Intermediários Financeiros,497196000,BANESE ON,2024-08-20
BGIP4,24.0,3.79,0.62,0.0,0.0964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1643,0.0,37627.0,714729000.0,0.0,0.0276,Intermediários Financeiros,445416000,BANESE PN,2024-08-21
BHGR3,19.1,-272.16,1.1,3.613,0.0,0.855,-194.45,23.7,-8.56,25.95,14.2,0.1524,-0.0131,0.0393,-0.004,0.96,0.0,1077600000.0,0.2,0.20670000000000002,Exploração de Imóveis,1186900000,BHG ON NM,2015-06-08
BHIA3,6.18,-0.29,0.18,0.022,0.0,0.019,-0.15,0.87,-0.04,11.13,4.21,0.0253,-0.0768,0.0305,-0.6354,0.76,27739500.0,3242000000.0,2.72,0.0085,Comércio,587619000,CASAS BAHIA ON,2024-08-21
BICB3,8.0,-2.35,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,944626000.0,0.0,-0.3119,Intermediários Financeiros,2023230000,BicBanco ON N1,2015-09-24
BICB4,8.25,-2.43,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,944626000.0,0.0,-0.3119,Intermediários Financeiros,2086460000,BicBanco PN N1,2015-10-16
BIDI11,10.4,229.93,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37,Intermediários Financeiros,8991140000,BANCO INTER UNT N2,2022-06-17
BIDI3,3.4,225.51,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37,Intermediários Financeiros,8818230000,BANCO INTER ON N2,2022-06-17
BIDI4,3.41,226.17,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37,Intermediários Financeiros,8844170000,BANCO INTER PN N2,2022-06-17
BIOM3,8.45,-13.85,3.52,8.659,0.0,2.126,5.0,-14.68,12.32,-13.94,-13.98,-0.59,-0.6252,-0.2465,-0.254,3.97,1286790.0,304663000.0,0.44,0.41759999999999997,Medicamentos e Outros Produtos,1071810000,BIOMM SA ON,2024-08-21
BIOM4,8.68,-14.23,3.61,8.895,0.0,2.184,5.14,-15.08,12.65,-14.34,-14.39,-0.59,-0.6252,-0.2465,-0.254,3.97,0.0,304663000.0,0.44,0.41759999999999997,Medicamentos e Outros Produtos,1100980000,BIOMM SA PN,2013-08-30
BISA3,1.58,-1.77,1.18,1.692,0.0,0.321,0.86,-4.02,-7.64,-6.21,-9.28,-0.4205,-0.9636,-0.085,-0.6694,2.22,0.0,1788370000.0,0.77,-0.24230000000000002,Construção Civil,2116570000,BROOKFIELD INCORPORACOES ON NM,2015-01-02
BLAU3,13.52,11.23,1.19,1.54,0.0207,0.783,2.16,10.93,5.59,11.75,9.63,0.141,0.1353,0.0864,0.1057,3.98,2702200.0,2042720000.0,0.27,0.09,Comércio e Distribuição,2425410000,BLAU ON NM,2024-08-21
BLUT3,5.14,-5.63,0.46,0.0,0.0,0.138,-0.76,-42.93,-0.2,-53.97,-53.97,0.0,0.0,-0.0033,-0.0824,0.0,3091.81,56569000.0,0.12,0.0,Outros,26229400,B TECH EQI ON,2022-09-20
BLUT4,1.52,-1.66,0.14,0.0,0.0,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0.0,0.0,-0.0033,-0.0824,0.0,10453.2,56569000.0,0.12,0.0,Outros,7756560,B TECH EQI PN,2022-09-20
BMEB3,35.0,6.13,2.04,0.0,0.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3326,0.0,23609.9,1798950000.0,0.0,0.2061,Intermediários Financeiros,3669120000,BANCO MERCANTIL DO BRASIL S/A ON,2024-08-21
BMEB4,38.15,6.68,2.22,0.0,0.048799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3326,0.0,435013.0,1798950000.0,0.0,0.2061,Intermediários Financeiros,3999340000,BANCO MERCANTIL DO BRASIL S/A PN,2024-08-21
BMEF3,11.0,0.0,4.16,0.0,0.0,3.482,10.24,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,2674780000.0,0.0,0.0,Serviços Financeiros Diversos,11118600000,BMF ON,2008-08-19
BMGB11,33.6,12.33,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964,0.0,0.0,4120420000.0,0.0,-0.07400000000000001,Intermediários Financeiros,4899150000,BANCO BMG UNT N1,2019-11-28
BMGB4,3.75,5.51,0.53,0.0,0.1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964,0.0,2012790.0,4120420000.0,0.0,-0.07400000000000001,Intermediários Financeiros,2187120000,BANCO BMG PN N1,2024-08-21
BMIN3,19.62,12.89,0.69,0.0,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533,0.0,274.74,137896000.0,0.0,0.252,Intermediários Financeiros,94666500,BANCO MERCANTIL DE INVESTIMENTOS SA ON,2024-08-01
BMIN4,16.0,10.51,0.56,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533,0.0,2541.74,137896000.0,0.0,0.252,Intermediários Financeiros,77200000,BANCO MERCANTIL DE INVESTIMENTOS SA PN,2024-08-15
BMKS3,310.0,9.37,0.7,8.955,0.1267,0.614,0.85,-32.35,0.98,2.85,2.93,-0.2768,0.956,-0.0623,0.0751,27.56,19443.1,200270000.0,0.02,-0.0361,Viagens e Lazer,140972000,MONARK ON,2024-08-21
BMOB3,16.55,12.66,1.26,1.036,0.0315,0.99,2.2,13.49,2.39,8.68,5.54,0.0768,0.0818,0.1304,0.09960000000000001,3.55,4121130.0,1142610000.0,0.0,0.7644,Programas e Serviços,1439910000,BEMOBI TECH ON NM,2024-08-21
BMTO3,7.82,17.84,2.14,0.0,0.0,2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,0.0,0.0,0.0,0.12,0.0,0.0,1046320000.0,0.0,0.0,,2239990000,BRASMOTOR S.A ON,2016-12-08
BMTO4,7.57,17.27,2.07,0.0,0.0,2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,0.0,0.0,0.0,0.12,0.0,0.0,1046320000.0,0.0,0.0,,2168380000,BRASMOTOR S.A PN,2016-12-20
BNBR3,104.0,4.08,0.78,0.0,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19079999999999997,0.0,19160.7,11528200000.0,0.0,0.18350000000000002,Intermediários Financeiros,8982580000,BANCO DO NORDESTE ON,2024-08-20
BNBR4,27.01,1.06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19079999999999997,0.0,0.0,11528200000.0,0.0,0.18350000000000002,Intermediários Financeiros,2332880000,BANCO DO NORDESTE PN,2014-02-19
BNCA3,70.3,-90.3,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027200000000000002,0.0,0.0,3068150000.0,0.0,0.0241,Intermediários Financeiros,7524630000,NOSSA CAIXA-NOSSO BANCO ON,2010-04-08
BOAS3,7.95,15.22,1.83,4.929,0.0,1.699,3.34,25.6,3.54,18.69,8.52,0.1925,0.3239,0.1276,0.1204,12.37,0.0,2298770000.0,0.0,0.1099,Serviços Financeiros Diversos,4212250000,BOA VISTA ON NM,2023-08-07
BOBR3,1.0,2.7,-12.61,0.173,0.0,0.295,-6.84,1.14,-0.6,2.23,1.99,0.15130000000000002,0.0641,0.3791,-4.6704,0.93,0.0,-20664000.0,-15.23,0.1032,Produtos de Uso Pessoal e de Limpeza,260510000,BOMBRIL SA ON,2020-01-14
BOBR4,2.18,5.88,-27.48,0.377,0.0,0.644,-14.92,2.49,-1.32,3.58,3.2,0.15130000000000002,0.0641,0.3791,-4.6704,0.93,46979.0,-20664000.0,-15.23,0.1032,Produtos de Uso Pessoal e de Limpeza,567912000,BOMBRIL SA PN,2024-08-21
BOVH3,15.71,0.0,6.16,0.0,0.0,4.874,6.9,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1843320000.0,0.0,0.0,Serviços Financeiros Diversos,11356600000,Bovespa Hld ON NM,2008-08-19
BPAC11,36.75,12.88,2.66,0.0,0.021400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20629999999999998,0.0,337410000.0,53075600000.0,0.0,0.15990000000000001,Intermediários Financeiros,140950000000,BTGP BANCO UNT,2024-08-21
BPAC3,16.96,17.83,3.68,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20629999999999998,0.0,82503.0,53075600000.0,0.0,0.15990000000000001,Intermediários Financeiros,195144000000,BTGP BANCO ON,2024-08-21
BPAC5,9.74,10.24,2.11,0.0,0.0269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20629999999999998,0.0,47377.1,53075600000.0,0.0,0.15990000000000001,Intermediários Financeiros,112070000000,BTGP BANCO PNA,2024-08-21
BPAN4,10.7,18.35,1.66,0.0,0.020099999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,14151600.0,8179170000.0,0.0,0.10890000000000001,Intermediários Financeiros,13579000000,BANCO PAN PN,2024-08-21
BPAR3,182.07,4.74,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1784,0.0,0.0,2051260000.0,0.0,0.07780000000000001,Intermediários Financeiros,1733670000,BANPARÁ S.A. ON,2019-02-21
BPAT33,20.0,0.0,0.82,0.0,0.35719999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876492000.0,0.0,0.0,Intermediários Financeiros,719145000,Patagonia DR3,2013-02-19
BPHA3,0.62,0.06,-0.24,-20.054,0.0,0.995,-0.38,0.78,-0.2,1.6,1.43,-25.8169,-336.525,4.0100999999999996,-4.025,0.06,0.0,-292294000.0,-0.26,-0.5339,Comércio e Distribuição,70110200,BRAZIL PHARMA S.A. ON NM,2019-06-10
BPIA3,6.1,5.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,0.0,77395000.0,0.0,0.1341,Intermediários Financeiros,82276800,BEP ON,2009-11-10
BPNM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,8179170000.0,0.0,0.10890000000000001,Intermediários Financeiros,0,BANCO PAN ON N1,1899-12-30
BRAP3,17.71,3.8,0.82,0.0,0.1524,0.818,28.95,-317.63,29.22,-304.18,-304.18,0.0,0.0,-0.0027,0.2168,5.41,1437290.0,8451830000.0,0.0,0.0,Mineração,6961750000,BRADESPAR S/A ON N1,2024-08-21
BRAP4,19.08,4.09,0.89,0.0,0.15560000000000002,0.882,31.19,-342.2,31.48,-328.75,-328.75,0.0,0.0,-0.0027,0.2168,5.41,50073900.0,8451830000.0,0.0,0.0,Mineração,7500290000,BRADESPAR S/A PN N1,2024-08-21
BRBI11,15.06,8.56,1.87,5.024,0.0916,0.123,2.09,59.54,2.09,10.38,7.88,0.08439999999999999,0.5868,0.2364,0.2184,1.06,3900430.0,845754000.0,13.56,-0.5306000000000001,Intermediários Financeiros,1581240000,BR PARTNERS UNT N2,2024-08-21
BRFS3,26.03,23.58,2.78,0.775,0.0,0.709,4.85,10.23,-2.76,12.65,7.08,0.0757,0.038599999999999995,0.1193,0.11789999999999999,1.45,153977000.0,15753800000.0,1.42,0.1197,Alimentos Processados,43794800000,BRF Foods ON NM,2024-08-21
BRGE11,13.18,33.11,0.73,273.039,0.021400000000000002,0.325,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561,Previdência e Seguros,970654000,CONSORCIO ALFA PNE,2024-03-20
BRGE12,13.47,33.84,0.75,279.047,0.0,0.332,0.87,-1.42,1.68,0.86,0.88,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561,Previdência e Seguros,992012000,CONSORCIO ALFA PNF,2024-03-25
BRGE3,13.5,33.91,0.75,279.668,0.0,0.333,0.87,-1.42,1.69,0.86,0.87,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561,Previdência e Seguros,994221000,CONSORCIO ALFA ON,2024-03-27
BRGE5,13.18,33.11,0.73,273.039,0.0,0.325,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561,Previdência e Seguros,970654000,CONSORCIO ALFA PNA,2024-03-08
BRGE6,12.92,32.46,0.72,267.653,0.0436,0.318,0.83,-1.36,1.62,0.92,0.94,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561,Previdência e Seguros,951506000,CONSORCIO ALFA PNB,2024-03-26
BRGE7,13.07,32.83,0.73,270.76,0.025099999999999997,0.322,0.84,-1.38,1.63,0.9,0.92,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561,Previdência e Seguros,962553000,CONSORCIO ALFA PNC,2024-03-04
BRGE8,13.17,33.08,0.73,272.832,0.0178,0.324,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561,Previdência e Seguros,969918000,CONSORCIO ALFA PND,2024-03-06
BRIT3,3.65,12.44,1.06,1.245,0.0239,0.497,14.62,7.61,-1.44,11.75,4.36,0.1636,0.1,0.0775,0.0855,1.22,2334520.0,1541980000.0,0.83,0.24600000000000002,Telecomunicações,1639200000,BRISANET ON NM,2024-08-21
BRIV3,12.86,71.86,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,1671490000.0,0.0,-0.4472,Intermediários Financeiros,1139410000,ALFA DE INVESTIMENTO ON,2024-03-26
BRIV4,12.54,70.08,0.66,0.0,0.026099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,1671490000.0,0.0,-0.4472,Intermediários Financeiros,1111060000,ALFA DE INVESTIMENTO PN,2024-03-28
BRKM3,18.0,-1.58,168.82,0.204,0.0,0.148,1.6,-22.78,-0.24,-68.96,9.53,-0.009000000000000001,-0.1365,-0.01,-106.73899999999999,1.31,195229.0,85000000.0,546.19,0.06860000000000001,Químicos,14349700000,BRASKEM ON N1,2024-08-21
BRKM5,17.62,-1.55,165.26,0.2,0.0,0.145,1.56,-22.3,-0.23,-68.48,9.46,-0.009000000000000001,-0.1365,-0.01,-106.73899999999999,1.31,43361800.0,85000000.0,546.19,0.06860000000000001,Químicos,14046800000,BRASKEM PNA N1,2024-08-21
BRKM6,14.0,-1.23,131.31,0.159,0.0,0.115,1.24,-17.72,-0.19,-63.9,8.83,-0.009000000000000001,-0.1365,-0.01,-106.73899999999999,1.31,3348.4,85000000.0,546.19,0.06860000000000001,Químicos,11160900000,BRASKEM PNB N1,2024-08-20
BRML3,8.26,2.73,0.52,4.387,0.0,0.346,-39.5,6.64,-1.31,7.54,6.91,0.6609999999999999,1.621,0.055099999999999996,0.19140000000000001,0.89,0.0,13074200000.0,0.15,0.1069,Exploração de Imóveis,6841540000,BR MALLS PARTICIPAÇÔES S/A ON,2023-01-06
BRPR3,131.17,-0.57,0.05,0.695,12.0289,0.038,1.73,12.11,-0.49,-3.7,-2.55,0.0574,-1.2398,0.0034999999999999996,-0.0934,1.12,0.0,1136910000.0,0.07,-0.2505,Exploração de Imóveis,60862900,BR PROPERTIES ON NM,2023-10-19
BRSR3,13.36,6.31,0.54,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857,0.0,73857.7,10096100000.0,0.0,0.0731,Intermediários Financeiros,5463890000,BANRISUL S/A ON,2024-08-21
BRSR4,181.1,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857,0.0,0.0,10096100000.0,0.0,0.0731,Intermediários Financeiros,74065200,BANRISUL S/A PN,2007-06-21
BRSR5,17.0,8.03,0.69,0.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857,0.0,260.21,10096100000.0,0.0,0.0731,Intermediários Financeiros,6952560000,BANRISUL S/A PNA,2024-08-14
BRSR6,12.37,5.85,0.5,0.0,0.0484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857,0.0,15267500.0,10096100000.0,0.0,0.0731,Intermediários Financeiros,5059010000,BANRISUL S/A PNB,2024-08-21
BRTP3,35.71,-67.26,2.45,1.168,0.0,0.684,8.98,6.03,-2.4,7.55,7.55,0.1937,-0.0296,0.1341,-0.0364,1.29,0.0,5302340000.0,0.91,0.0366,,12997300000,BRASIL TELECOM PARTICIPAÇÕES S.A. ON N1,2009-11-16
BRTP4,20.81,-39.19,1.43,0.681,0.0,0.399,5.23,3.51,-1.4,5.03,5.03,0.1937,-0.0296,0.1341,-0.0364,1.29,0.0,5302340000.0,0.91,0.0366,,7574200000,BRASIL TELECOM PARTICIPAÇÕES S.A. PN N1,2009-11-16
BSCT3,4.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192,Intermediários Financeiros,680311,BESC S.A. ON,2007-05-09
BSCT5,3.5,30.51,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192,Intermediários Financeiros,587923000,BESC S.A. PNAANT,2009-02-10
BSCT6,2.58,22.49,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192,Intermediários Financeiros,433383000,BESC S.A. PNBANT,2009-02-10
BSEV3,9.0,56.31,-10.76,0.889,0.0,0.776,-1.59,4.4,-1.02,7.59,3.7,0.20190000000000002,0.0158,0.2066,-0.1912,0.39,0.0,-853187000.0,-8.95,0.0712,Alimentos Processados,9183860000,BIOSEV ON NM,2021-05-14
BSGR3,1091.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,AGF BRASIL SEGUROS ON,2005-05-09
BSLI3,10.88,21.08,1.71,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809,0.0,3825.81,2538240000.0,0.0,0.042199999999999994,Intermediários Financeiros,4328520000,BRB ON,2024-08-21
BSLI4,9.97,19.32,1.56,0.0,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809,0.0,4988.07,2538240000.0,0.0,0.042199999999999994,Intermediários Financeiros,3966480000,BRB ON,2024-08-21
BUET3,24.99,-5.46,-0.97,1.961,0.0,0.572,-0.67,-13.13,-0.39,-22.6,-36.32,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455,"Tecidos, Vestuário e Calçados",121077000,BUETTNER S/A - INDUSTRIA E COMERCIO ON,2010-06-11
BUET4,18.49,-4.04,-0.72,1.451,0.0,0.423,-0.5,-9.72,-0.29,-19.18,-30.83,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455,"Tecidos, Vestuário e Calçados",89584000,BUETTNER S/A - INDUSTRIA E COMERCIO PN,2010-06-11
CAFE3,2.0,0.02,-0.01,0.283,0.0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113,,4369080,CAFE SOLUVEL BRASILIA S/A ON,2012-12-06
CAFE4,0.5,0.0,0.0,0.071,0.0,0.004,0.0,-0.13,0.0,-45.27,-53.49,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113,,1092270,CAFE SOLUVEL BRASILIA S/A PN,2012-12-20
CALI3,26.0,363.71,3.41,1.507,0.023799999999999998,0.435,3.94,-9.1,-0.69,-12.95,-14.43,-0.16570000000000001,0.0040999999999999995,-0.0501,0.009399999999999999,1.87,181.4,28348000.0,1.68,0.6236,Construção Civil,96746000,CAL S/A ON,2024-07-31
CALI4,50.0,699.44,6.56,2.898,0.0,0.836,7.57,-17.49,-1.32,-21.35,-23.79,-0.16570000000000001,0.0040999999999999995,-0.0501,0.009399999999999999,1.87,0.0,28348000.0,1.68,0.6236,Construção Civil,186050000,CAL S/A PN,2020-12-22
CAMB3,12.27,6.83,1.9,1.151,0.044000000000000004,1.352,4.82,5.23,6.89,4.88,4.33,0.2202,0.1684,0.3068,0.2781,2.37,436186.0,272935000.0,0.01,0.3396,"Tecidos, Vestuário e Calçados",518714000,PENALTY ON,2024-08-21
CAMB4,6.25,3.48,0.97,0.586,0.0,0.688,2.46,2.66,3.51,2.32,2.06,0.2202,0.1684,0.3068,0.2781,2.37,0.0,272935000.0,0.01,0.3396,"Tecidos, Vestuário e Calçados",264219000,PENALTY PN,2019-12-20
CAML3,9.3,8.68,1.01,0.283,0.031400000000000004,0.279,0.99,4.87,-2.9,10.03,7.2,0.0582,0.0326,0.087,0.1161,1.83,5545190.0,3227230000.0,1.7,0.1744,Alimentos Processados,3255000000,CAMIL ON NM,2024-08-21
CASH3,6.41,-16.58,1.05,1.713,0.3763,0.829,1.28,-6.32,1.5,-1.22,-1.46,-0.2708,-0.1223,-0.4077,-0.0636,6.55,8224830.0,529345000.0,0.0,0.21960000000000002,Programas e Serviços,558023000,MELIUZ ON NM,2024-08-21
CASN3,10.45,93.23,5.14,6.13,0.0011,2.167,151.81,29.52,-5.11,34.48,22.58,0.2077,0.06570000000000001,0.0791,0.055099999999999996,1.1,0.0,2115430000.0,0.99,0.0766,Água e Saneamento,10864400000,CASAN ON,2023-04-28
CBAV3,5.34,-3.24,0.88,0.462,0.0,0.252,1.18,-31.23,-0.74,-61.86,14.72,-0.0148,-0.1267,-0.0101,-0.2718,2.48,21416000.0,3945400000.0,1.36,-0.1024,Mineração,3476730000,CBA ON NM,2024-08-21
CBEE3,9.9,-11.96,0.47,0.319,0.0,0.139,-0.45,2.65,-0.27,9.1,5.06,0.1202,-0.026600000000000002,0.056900000000000006,-0.0393,0.37,416.28,5353100000.0,1.21,0.0733,Energia Elétrica,2514950000,AMPLA ENERG ON,2024-07-24
CBMA3,0.01,0.0,0.0,2.533,0.0,0.007,-0.39,15.78,0.0,335170.0,7533.2,0.1605,-8555.07,0.0005,0.14,0.6,0.0,-24263600000.0,-0.9,-0.034,,1025850,COBRASMA S/A ON,2017-03-01
CCHI3,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036,Construção e Engenharia,1560000,CHIARELLI ON,2015-11-23
CCIM3,5.52,-16.44,0.94,0.498,0.0,0.198,0.53,8.96,-1.09,25.04,38.84,0.0555,-0.030299999999999997,0.023799999999999998,-0.0575,2.58,0.0,660347000.0,1.93,0.2998,Construção Civil,623760000,CC DES IMOB ON NM,2012-10-18
CCRO3,13.5,19.28,2.07,1.322,0.0313,0.492,7.72,4.86,-0.87,9.29,7.21,0.272,0.07719999999999999,0.1162,0.1075,1.52,75276700.0,13158100000.0,2.37,0.18530000000000002,Transporte,27270000000,COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM,2024-08-21
CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,0.021,0.04,0.0296,0.1207,1.48,0.0,82550000.0,0.48,0.12539999999999998,,76274900,COMPANHIA BRASILEIRA DE CARTUCHOS - CBC PN,2007-10-30
CCXC3,1.16,-0.48,-0.04,0.0,0.0,0.185,0.0,-0.65,0.0,-0.52,-0.52,0.0,0.0,0.0,0.0785,0.0,0.0,-52699000.0,0.0,0.0,Mineração,1973160,CCX CARVAO ON NM,2020-01-17
CEAB3,9.89,10.92,0.97,0.428,0.0,0.354,2.9,4.15,-1.95,4.84,2.43,0.10310000000000001,0.0392,0.11349999999999999,0.0888,1.37,26060400.0,3142330000.0,0.42,0.1392,Comércio,3048540000,CEA MODAS ON NM,2024-08-21
CEBR3,19.96,8.65,1.4,4.078,0.0951,1.024,2.23,11.26,2.48,6.31,5.94,0.36219999999999997,0.6264,0.1675,0.16190000000000002,9.62,66895.7,1027530000.0,0.0,-0.4229,Energia Elétrica,1438760000,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON,2024-08-21
CEBR5,16.7,7.23,1.17,3.412,0.11359999999999999,0.857,1.87,9.42,2.07,4.47,4.21,0.36219999999999997,0.6264,0.1675,0.16190000000000002,9.62,51321.6,1027530000.0,0.0,-0.4229,Energia Elétrica,1203770000,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA,2024-08-21
CEBR6,17.93,7.77,1.26,3.663,0.1164,0.92,2.01,10.11,2.23,5.16,4.86,0.36219999999999997,0.6264,0.1675,0.16190000000000002,9.62,129380.0,1027530000.0,0.0,-0.4229,Energia Elétrica,1292430000,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB,2024-08-21
CEDO3,26.11,3.38,1.13,0.257,0.0,0.293,2.82,1.27,-1.26,2.92,2.62,0.2023,0.0789,0.25489999999999996,0.3337,1.26,3449.09,231462000.0,1.49,0.15560000000000002,"Tecidos, Vestuário e Calçados",261100000,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON,2024-08-16
CEDO4,24.1,3.12,1.04,0.237,0.0,0.271,2.61,1.17,-1.16,2.83,2.53,0.2023,0.0789,0.25489999999999996,0.3337,1.26,18470.2,231462000.0,1.49,0.15560000000000002,"Tecidos, Vestuário e Calçados",241000000,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN,2024-08-21
